1589360063904,ribcage,2160,1589360063304
1589360063904,ribcage,2147,1589360063404
1589360063904,ribcage,2151,1589360063504
1589360063904,ribcage,2149,1589360063604
1589360063904,ribcage,2077,1589360063704
1589360063904,ribcage,2151,1589360063804
1589360063904,ribcage,2174,1589360063904
1589360064613,ribcage,2209,1589360064013
1589360064613,ribcage,2228,1589360064113
1589360064613,ribcage,2250,1589360064213
1589360064613,ribcage,2273,1589360064313
1589360064613,ribcage,2262,1589360064413
1589360064613,ribcage,2255,1589360064513
1589360064613,ribcage,2249,1589360064613
1589360065303,ribcage,2244,1589360064703
1589360065303,ribcage,2245,1589360064803
1589360065303,ribcage,2254,1589360064903
1589360065303,ribcage,2254,1589360065003
1589360065303,ribcage,2260,1589360065103
1589360065303,ribcage,2266,1589360065203
1589360065303,ribcage,2261,1589360065303
1589360066008,ribcage,2259,1589360065408
1589360066008,ribcage,2269,1589360065508
1589360066008,ribcage,2281,1589360065608
1589360066008,ribcage,2289,1589360065708
1589360066008,ribcage,2290,1589360065808
1589360066008,ribcage,2282,1589360065908
1589360066008,ribcage,2273,1589360066008
1589360066712,ribcage,2263,1589360066112
1589360066712,ribcage,2243,1589360066212
1589360066712,ribcage,2238,1589360066312
1589360066712,ribcage,2232,1589360066412
1589360066712,ribcage,2206,1589360066512
1589360066712,ribcage,2186,1589360066612
1589360066712,ribcage,2176,1589360066712
1589360067402,ribcage,2163,1589360066802
1589360067402,ribcage,2157,1589360066902
1589360067402,ribcage,2149,1589360067002
1589360067402,ribcage,2129,1589360067102
1589360067402,ribcage,2121,1589360067202
1589360067402,ribcage,2127,1589360067302
1589360067402,ribcage,2129,1589360067402
1589360068104,ribcage,2143,1589360067504
1589360068104,ribcage,2166,1589360067604
1589360068104,ribcage,2195,1589360067704
1589360068104,ribcage,2223,1589360067804
1589360068104,ribcage,2236,1589360067904
1589360068104,ribcage,2253,1589360068004
1589360068104,ribcage,2274,1589360068104
1589360068809,ribcage,2297,1589360068209
1589360068809,ribcage,2322,1589360068309
1589360068809,ribcage,2344,1589360068409
1589360068809,ribcage,2354,1589360068509
1589360068809,ribcage,2349,1589360068609
1589360068809,ribcage,2353,1589360068709
1589360068809,ribcage,2336,1589360068809
1589360069499,ribcage,2316,1589360068899
1589360069499,ribcage,2304,1589360068999
1589360069499,ribcage,2272,1589360069099
1589360069499,ribcage,2247,1589360069199
1589360069499,ribcage,2243,1589360069299
1589360069499,ribcage,2231,1589360069399
1589360069499,ribcage,2215,1589360069499
1589360070204,ribcage,2211,1589360069604
1589360070204,ribcage,2204,1589360069704
1589360070204,ribcage,2189,1589360069804
1589360070204,ribcage,2190,1589360069904
1589360070204,ribcage,2187,1589360070004
1589360070204,ribcage,2177,1589360070104
1589360070204,ribcage,2185,1589360070204
1589360070909,ribcage,2183,1589360070309
1589360070909,ribcage,2170,1589360070409
1589360070909,ribcage,2175,1589360070509
1589360070909,ribcage,2167,1589360070609
1589360070909,ribcage,2158,1589360070709
1589360070909,ribcage,2163,1589360070809
1589360070909,ribcage,2160,1589360070909
1589360071603,ribcage,2149,1589360071003
1589360071603,ribcage,2158,1589360071103
1589360071603,ribcage,2154,1589360071203
1589360071603,ribcage,2145,1589360071303
1589360071603,ribcage,2157,1589360071403
1589360071603,ribcage,2157,1589360071503
1589360071603,ribcage,2139,1589360071603
1589360072304,ribcage,2161,1589360071704
1589360072304,ribcage,2159,1589360071804
1589360072304,ribcage,2148,1589360071904
1589360072304,ribcage,2161,1589360072004
1589360072304,ribcage,2154,1589360072104
1589360072304,ribcage,2149,1589360072204
1589360072304,ribcage,2156,1589360072304
1589360072994,ribcage,2150,1589360072394
1589360072994,ribcage,2144,1589360072494
1589360072994,ribcage,2146,1589360072594
1589360072994,ribcage,2142,1589360072694
