num_hidden_units,mse,r2
10,0.006737742638239321,0.6036526004026614
20,0.007423676965138903,0.5633025452939606
30,0.007416242309883809,0.5637398885460665
40,0.006768770442369403,0.6018273912573346
50,0.006636598254566483,0.6096024141021472
60,0.006106076260547449,0.640810345904895
70,0.008603773190355466,0.493883439333356
80,0.006219290209914673,0.6341505405607166
90, 0.007044327049811667,0.5856177865476264
100,0.006018975689854009,0.6459340329543027
110,0.007002752499442398,0.588063407553506 
