num_hidden_units,mse,r2
10,0.017268946002678573,-0.018458409042143797
20,0.015842372357207254,0.06567561541556266
30,0.01707072203877147,-0.00676789458436855
40,0.014537794641683595,0.14261477223601782
50,
60,0.01574090934212052,0.07165952786197516
70,0.01586884640418534,0.06411427427974414
80,0.015169550983228286,0.1053561255060963
