secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
1173,0,115,2.80235,5.8464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1174,0,116,2.80397,5.8464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1175,0,117,2.8056,5.8464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1176,0,117,2.80723,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1177,0,118,2.80886,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1178,0,118,2.8105,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1179,0,118,2.81213,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1180,0,118,2.81376,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1181,0,117,2.8154,5.9112,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1182,0,117,2.81705,5.9112,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1183,0,117,2.81868,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1184,0,117,2.8203,5.8464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1185,0,117,2.82193,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1186,0,117,2.82357,5.8788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1187,0,118,2.82519,5.8464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1188,0,118,2.82681,5.8104,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1189,0,119,2.82875,6.9876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1190,0,119,2.8314,9.54,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1191,0,119,2.83423,10.2132,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1192,0,119,2.83712,10.3788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1193,0,120,2.84024,11.2536,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1194,0,120,2.84344,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1195,0,121,2.84657,11.286,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1196,0,121,2.84968,11.1852,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1197,0,122,2.85277,11.1528,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1198,0,122,2.85584,11.052,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1199,0,123,2.85888,10.9152,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1200,0,123,2.86165,9.9756,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1201,0,123,2.86425,9.3708,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1202,0,124,2.86676,9.036,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1203,0,125,2.86937,9.4068,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1204,0,126,2.87202,9.54,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1205,0,126,2.87452,9.0036,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1206,0,127,2.87699,8.8668,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1207,0,128,2.87961,9.4392,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1208,0,129,2.88239,10.0116,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1209,0,130,2.88532,10.548,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1210,0,131,2.88832,10.8144,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1211,0,131,2.89136,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1212,0,132,2.89443,11.016,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1213,0,133,2.8975,11.0844,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1214,0,133,2.90066,11.3544,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1215,0,134,2.90385,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1216,0,134,2.90707,11.5884,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1217,0,134,2.91031,11.6568,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1218,0,135,2.91355,11.6568,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1219,0,135,2.91679,11.6892,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1220,0,135,2.92006,11.7576,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1221,0,135,2.92333,11.79,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1222,0,135,2.92662,11.8224,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1223,0,136,2.92989,11.79,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1224,0,136,2.93318,11.8224,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1225,0,136,2.93646,11.8224,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1226,0,136,2.93974,11.8224,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1227,0,137,2.94303,11.8224,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1228,0,137,2.9463,11.79,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1229,0,138,2.94957,11.7576,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1230,0,139,2.95283,11.7216,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1231,0,139,2.95606,11.6568,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1232,0,139,2.95929,11.6208,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1233,0,140,2.9625,11.556,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1234,0,140,2.96567,11.4192,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1235,0,140,2.9687,10.8828,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1236,0,140,2.97155,10.278,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1237,0,141,2.9744,10.2456,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1238,0,141,2.97731,10.4796,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1239,0,141,2.98026,10.6128,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1240,0,141,2.98323,10.7136,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1241,0,141,2.98625,10.8504,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1242,0,142,2.98929,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1243,0,142,2.99234,10.9836,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1244,0,142,2.9954,11.016,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1245,0,143,2.99913,10.9152,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1246,0,143,3.00144,10.782,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1247,0,143,3.0044,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1248,0,143,3.00741,10.8504,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1249,0,143,3.01046,10.9836,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1250,0,144,3.01343,10.6812,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1251,0,144,3.01633,10.4472,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1252,0,144,3.01922,10.4148,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1253,0,144,3.02211,10.4148,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1254,0,144,3.02498,10.314,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1255,0,145,3.02783,10.2456,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1256,0,145,3.03067,10.2456,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1257,0,144,3.03352,10.2456,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1258,0,144,3.03635,10.2132,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1259,0,144,3.03918,10.1772,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1260,0,144,3.042,10.1448,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1261,0,145,3.04478,10.0116,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1262,0,145,3.04752,9.8748,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1263,0,145,3.05023,9.7416,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1264,0,145,3.0529,9.6084,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1265,0,145,3.05558,9.6408,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1266,0,145,3.05828,9.7416,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1267,0,145,3.06103,9.9108,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1268,0,145,3.06382,10.044,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1269,0,145,3.06665,10.1772,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1270,0,145,3.06951,10.314,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1271,0,145,3.07239,10.3464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1272,0,145,3.07526,10.3464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1273,0,145,3.07814,10.3464,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1274,0,145,3.08104,10.4472,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1275,0,145,3.08399,10.6128,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1276,0,145,3.08697,10.7496,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1277,0,145,3.09001,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1278,0,144,3.0931,11.1168,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1279,0,144,3.09621,11.1852,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1280,0,144,3.09931,11.1528,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1281,0,144,3.10239,11.0844,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1282,0,144,3.10548,11.1168,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1283,0,144,3.10857,11.1528,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1284,0,144,3.11168,11.1852,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1285,0,144,3.1148,11.2176,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1286,0,144,3.11792,11.2536,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1287,0,144,3.12106,11.286,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1288,0,144,3.1242,11.3184,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1289,0,144,3.12736,11.3868,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1290,0,144,3.13055,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1291,0,144,3.13373,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1292,0,144,3.13688,11.3544,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1293,0,145,3.14,11.2176,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1294,0,144,3.14316,11.3544,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1295,0,144,3.14633,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1296,0,144,3.14953,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1297,0,144,3.15274,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1298,0,144,3.15594,11.556,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1299,0,144,3.15915,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1300,0,144,3.16234,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1301,0,144,3.16552,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1302,0,144,3.16869,11.4192,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1303,0,143,3.17184,11.3544,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1304,0,143,3.17495,11.1852,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1305,0,143,3.17803,11.0844,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1306,0,143,3.1811,11.052,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1307,0,142,3.1842,11.1528,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1308,0,142,3.18732,11.2536,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1309,0,142,3.19043,11.1852,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1310,0,142,3.19338,10.6128,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1311,0,142,3.1962,10.1448,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1312,0,142,3.1991,10.4472,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1313,0,142,3.20206,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1314,0,143,3.20505,10.782,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1315,0,143,3.20803,10.7136,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1316,0,143,3.211,10.6812,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1317,0,143,3.21395,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1318,0,143,3.21692,10.6812,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1319,0,143,3.21993,10.8504,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1320,0,143,3.22298,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1321,0,143,3.22601,10.9152,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1322,0,144,3.229,10.7496,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1323,0,144,3.23189,10.4148,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1324,0,144,3.23469,10.0764,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1325,0,144,3.2374,9.774,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1326,0,144,3.2402,10.0764,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1327,0,144,3.24306,10.278,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1328,0,144,3.24594,10.3788,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1329,0,144,3.24884,10.4472,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1330,0,144,3.25178,10.5804,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1331,0,144,3.25478,10.782,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1332,0,144,3.25782,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1333,0,144,3.26073,10.4796,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1334,0,144,3.26351,10.0116,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1335,0,144,3.26626,9.9108,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1336,0,144,3.26892,9.5724,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1337,0,144,3.2715,9.27,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1338,0,144,3.274,9.0036,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1339,0,144,3.27645,8.8344,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1340,0,144,3.2789,8.8344,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1341,0,144,3.28152,9.4068,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1342,0,144,3.28427,9.9108,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1343,0,144,3.28713,10.314,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1344,0,144,3.29007,10.548,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1345,0,144,3.29302,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1346,0,144,3.29596,10.5804,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1347,0,144,3.29888,10.5156,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1348,0,144,3.30184,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1349,0,144,3.30485,10.8504,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1350,0,144,3.30793,11.0844,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1351,0,144,3.31105,11.2176,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1352,0,144,3.31419,11.3184,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1353,0,144,3.31736,11.3868,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1354,0,144,3.32053,11.4192,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1355,0,144,3.32371,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1356,0,144,3.32689,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1357,0,145,3.33008,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1358,0,145,3.33329,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1359,0,145,3.33649,11.556,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1360,0,145,3.33971,11.5884,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1361,0,145,3.34292,11.556,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1362,0,145,3.34612,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1363,0,144,3.34933,11.556,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1364,0,144,3.35256,11.6208,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1365,0,144,3.3558,11.6568,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1366,0,144,3.35905,11.6892,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1367,0,144,3.36231,11.7576,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1368,0,144,3.36559,11.79,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1369,0,144,3.36884,11.7216,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1370,0,144,3.37207,11.6208,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1371,0,144,3.37527,11.52,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1372,0,145,3.37845,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1373,0,145,3.38163,11.4192,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1374,0,145,3.3847,11.052,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1375,0,145,3.38765,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1376,0,145,3.3906,10.6128,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1377,0,145,3.39358,10.7136,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1378,0,145,3.39662,10.9512,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1379,0,145,3.39975,11.2536,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1380,0,145,3.40293,11.4552,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1381,0,145,3.40612,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1382,0,145,3.40926,11.3184,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1383,0,146,3.41233,11.016,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1384,0,146,3.41522,10.4148,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1385,0,146,3.41789,9.6084,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1386,0,146,3.42041,9.1044,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1387,0,146,3.42287,8.8344,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1388,0,147,3.4253,8.766,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1389,0,147,3.42774,8.766,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1390,0,147,3.43041,9.6084,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1391,0,147,3.43324,10.2132,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1392,0,147,3.4362,10.6488,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1393,0,147,3.4392,10.782,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1394,0,147,3.44221,10.8504,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1395,0,147,3.44533,11.2176,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1396,0,147,3.44852,11.4876,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
1397,0,147,3.45178,11.7576,0,0,0,0.00000000,0.00000000,0,0,22,0,-255,0,0,0,0,0,0,0,0
