secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
2265,0,158,6.10852,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2266,0,158,6.11162,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2267,0,158,6.1147,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2268,0,158,6.11779,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2269,0,158,6.12092,11.286,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2270,0,158,6.12409,11.3868,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2271,0,159,6.12727,11.4552,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2272,0,159,6.13051,11.6568,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2273,0,159,6.13379,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2274,0,159,6.1371,11.9232,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2275,0,159,6.14042,11.9232,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2276,0,160,6.1437,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2277,0,159,6.14697,11.7576,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2278,0,159,6.15023,11.7576,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2279,0,159,6.15352,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2280,0,159,6.1568,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2281,0,159,6.1601,11.8584,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2282,0,159,6.16339,11.8584,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2283,0,159,6.16667,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2284,0,159,6.16995,11.79,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2285,0,159,6.17323,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2286,0,159,6.17652,11.8224,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2287,0,159,6.17977,11.7216,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2288,0,159,6.18298,11.556,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2289,0,160,6.18615,11.3868,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2290,0,159,6.18928,11.286,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2291,0,159,6.19243,11.3184,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2292,0,159,6.19555,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2293,0,159,6.19867,11.2176,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2294,0,159,6.20177,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2295,0,159,6.20486,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2296,0,158,6.20796,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2297,0,158,6.21105,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2298,0,158,6.21414,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2299,0,158,6.21722,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2300,0,158,6.2203,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2301,0,158,6.22338,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2302,0,158,6.22645,11.052,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2303,0,158,6.22953,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2304,0,158,6.23263,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2305,0,158,6.23574,11.1852,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2306,0,158,6.23886,11.2176,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2307,0,159,6.24198,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2308,0,159,6.24513,11.3184,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2309,0,159,6.24829,11.3868,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2310,0,159,6.25146,11.4192,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2311,0,159,6.25461,11.3184,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2312,0,159,6.25773,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2313,0,160,6.26084,11.1852,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2314,0,160,6.26395,11.2176,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2315,0,160,6.26708,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2316,0,160,6.27022,11.286,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2317,0,160,6.27334,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2318,0,160,6.27647,11.2536,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2319,0,160,6.27957,11.1852,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2320,0,160,6.28267,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2321,0,160,6.28576,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2322,0,160,6.28884,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2323,0,160,6.29191,11.052,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2324,0,160,6.29541,11.0844,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2325,0,160,6.29808,11.1168,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2326,0,160,6.30117,11.1528,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2327,0,160,6.30428,11.1852,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2328,0,160,6.3074,11.2176,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2329,0,160,6.31053,11.286,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2330,0,160,6.3137,11.3868,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2331,0,160,6.31689,11.4876,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2332,0,160,6.32011,11.5884,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2333,0,160,6.32332,11.5884,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2334,0,160,6.32657,11.6892,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2335,0,160,6.32984,11.7576,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2336,0,160,6.33311,11.79,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2337,0,160,6.33636,11.6892,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2338,0,160,6.33956,11.52,0,0,0,0.00000000,0.00000000,0,0,24,0,-255,0,0,0,0,0,0,0,0
2339,0,159,6.34272,11.3868,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2340,0,159,6.34585,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2341,0,159,6.34897,11.2176,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2342,0,159,6.35206,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2343,0,159,6.35515,11.1168,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2344,0,159,6.35822,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2345,0,159,6.36129,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2346,0,160,6.36438,11.1168,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2347,0,160,6.36748,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2348,0,160,6.37058,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2349,0,159,6.37368,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2350,0,159,6.37675,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2351,0,159,6.37981,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2352,0,159,6.38286,10.9836,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2353,0,160,6.38591,10.9512,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2354,0,159,6.38897,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2355,0,159,6.39205,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2356,0,159,6.39514,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2357,0,159,6.39824,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2358,0,159,6.40133,11.1168,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2359,0,159,6.40441,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2360,0,159,6.40749,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2361,0,160,6.41057,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2362,0,159,6.41365,11.0844,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2363,0,159,6.41672,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2364,0,159,6.41979,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2365,0,159,6.42286,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2366,0,159,6.42592,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2367,0,159,6.42898,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2368,0,159,6.43204,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2369,0,159,6.4351,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2370,0,159,6.43799,10.3788,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2371,0,159,6.44052,9.1368,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2372,0,159,6.44291,8.6004,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2373,0,160,6.44538,8.9028,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2374,0,160,6.44789,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2375,0,160,6.45034,8.802,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2376,0,160,6.45276,8.7336,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2377,0,160,6.45524,8.9028,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2378,0,160,6.45773,9.0036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2379,0,160,6.46024,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2380,0,160,6.46274,8.9676,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2381,0,160,6.46522,8.9352,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2382,0,160,6.46771,8.9676,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2383,0,160,6.47021,9.0036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2384,0,160,6.47272,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2385,0,160,6.47522,9.0036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2386,0,160,6.47771,8.9676,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2387,0,160,6.48021,9.0036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2388,0,161,6.48272,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2389,0,161,6.48525,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2390,0,161,6.48778,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2391,0,161,6.49031,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2392,0,161,6.49284,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2393,0,161,6.49537,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2394,0,161,6.4979,9.1368,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2395,0,161,6.50045,9.1692,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2396,0,161,6.503,9.1692,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2397,0,161,6.50555,9.1692,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2398,0,161,6.50811,9.2376,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2399,0,161,6.51069,9.27,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2400,0,161,6.51326,9.27,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2401,0,161,6.51584,9.27,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2402,0,161,6.51841,9.27,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2403,0,161,6.521,9.306,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2404,0,161,6.52358,9.306,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2405,0,161,6.52618,9.3384,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2406,0,161,6.52876,9.306,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2407,0,161,6.53133,9.2376,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2408,0,161,6.53386,9.1368,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2409,0,161,6.53638,9.0684,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2410,0,161,6.53888,9.0036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2411,0,161,6.5414,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2412,0,161,6.54426,10.314,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2413,0,161,6.54735,11.1168,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2414,0,161,6.55059,11.6892,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2415,0,161,6.5539,11.8908,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2416,0,161,6.55701,11.2176,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2417,0,161,6.56007,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2418,0,161,6.56314,11.016,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2419,0,161,6.5662,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2420,0,161,6.56927,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2421,0,161,6.57234,11.052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2422,0,161,6.57544,11.1528,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2423,0,161,6.57855,11.1852,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2424,0,161,6.58167,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2425,0,161,6.58481,11.286,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2426,0,161,6.58795,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2427,0,161,6.5911,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2428,0,161,6.59423,11.286,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2429,0,161,6.59736,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2430,0,161,6.60023,10.3464,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2431,0,161,6.60293,9.7092,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2432,0,161,6.60555,9.4392,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2433,0,161,6.60834,10.044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2434,0,161,6.61122,10.3788,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2435,0,161,6.61417,10.6128,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2436,0,161,6.61721,10.9512,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2437,0,161,6.62032,11.1852,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2438,0,161,6.6235,11.4192,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2439,0,161,6.62672,11.6208,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2440,0,161,6.62997,11.6892,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2441,0,161,6.63323,11.7216,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2442,0,161,6.63646,11.6568,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2443,0,161,6.63969,11.6208,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2444,0,161,6.64291,11.5884,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2445,0,161,6.64612,11.556,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2446,0,161,6.64938,11.7216,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2447,0,161,6.65267,11.8584,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2448,0,161,6.65598,11.9232,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2449,0,161,6.65923,11.6892,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2450,0,161,6.66223,10.782,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2451,0,161,6.66492,9.7092,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2452,0,161,6.66753,9.3708,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2453,0,162,6.67008,9.2052,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2454,0,161,6.67254,8.8344,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2455,0,161,6.67496,8.7336,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2456,0,161,6.67751,9.1692,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2457,0,161,6.68009,9.306,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2458,0,161,6.68269,9.3384,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2459,0,161,6.68525,9.2376,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2460,0,161,6.68778,9.1044,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2461,0,161,6.69029,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2462,0,161,6.6928,9.036,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2463,0,161,6.69566,10.278,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2464,0,162,6.6989,11.6568,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2465,0,162,6.70224,12.06,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2466,0,162,6.70562,12.1608,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2467,0,161,6.70881,11.4876,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2468,0,161,6.71192,11.1852,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2469,0,161,6.71501,11.1168,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2470,0,161,6.71814,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2471,0,161,6.72128,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2472,0,161,6.72442,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2473,0,161,6.72758,11.3544,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2474,0,160,6.73073,11.3544,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2475,0,160,6.73388,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2476,0,160,6.73701,11.286,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2477,0,160,6.74014,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2478,0,160,6.74326,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2479,0,160,6.74639,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2480,0,160,6.74951,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2481,0,160,6.75264,11.2536,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2482,0,160,6.75578,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2483,0,160,6.75894,11.3544,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2484,0,161,6.76209,11.3544,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2485,0,161,6.76524,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2486,0,161,6.76838,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2487,0,161,6.77152,11.286,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2488,0,161,6.77465,11.286,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
2489,0,161,6.7778,11.3184,0,0,0,0.00000000,0.00000000,0,0,25,0,-255,0,0,0,0,0,0,0,0
